날짜	년도	순위	곡수	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2021-10-18	2021년	206	1	93154014	마.피.아. In the morning	ITZY (있지)	GUESS WHO	2021-04-30	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2021-10-18	2021년	207	1	93769587	넌 좋은 사람	SG워너비	넌 좋은 사람	2021-07-16	2021년	발라드	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT, 더블에이치티엔이, 목소리
2021-10-18	2021년	208	1	93583239	허리춤	오반	허리춤	2021-06-21	2021년	인디	가요	주식회사 카카오엔터테인먼트	주식회사 로맨틱팩토리
2021-10-18	2021년	209	1	88947057	너에게 못했던 내 마지막 말은	다비치	너에게 못했던 내 마지막 말은	2019-05-17	2019년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2021-10-18	2021년	210	1	89623205	우리 왜 헤어져야 해	신예영	우리 왜 헤어져야 해	2019-11-20	2019년	발라드	가요	주식회사 카카오엔터테인먼트	㈜ 스튜디오 오드리
2021-10-18	2021년	211	1	86380457	비	폴킴	비	2016-06-21	2016년	R&B/소울	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2021-10-18	2021년	212	1	87271938	선물	멜로망스 (MeloMance)	Moonlight	2017-07-10	2017년	인디	가요	주식회사 카카오엔터테인먼트	민트페이퍼, 광합성
2021-10-18	2021년	213	1	90567079	Mood (Feat. Iann Dior)	24KGoldn	El Dorado	2021-03-26	2021년	랩/힙합	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Records, Columbia
2021-10-18	2021년	214	1	93354218	Leave Before You Love Me	Marshmello & Jonas Brothers	Leave Before You Love Me	2021-05-21	2021년	팝	POP	(주)유니버설뮤직(해외)	Joytime Collective
2021-10-18	2021년	215	1	85433670	YOUTH	Troye Sivan	Blue Neighbourhood (Deluxe Edition)	2016-01-23	2016년	일렉트로니카	POP	(주)유니버설뮤직(해외)	Universal Music Australia Pty Ltd.
2021-10-18	2021년	216	1	88261335	사랑에 연습이 있었다면 (Prod. by 2soo)	임재현	사랑에 연습이 있었다면	2018-09-25	2018년	발라드	가요	주식회사 카카오엔터테인먼트	엔에스씨컴퍼니, 디원미디어
2021-10-18	2021년	217	1	88987356	사랑이 식었다고 말해도 돼	먼데이 키즈 (Monday Kiz)	사랑이 식었다고 말해도 돼	2019-05-27	2019년	발라드	가요	주식회사 카카오엔터테인먼트	먼데이키즈 컴퍼니
2021-10-18	2021년	218	1	88251225	가을 타나 봐	바이브	가을 타나 봐	2018-09-18	2018년	발라드	가요	(주)지니뮤직(펀드)	메이저나인
2021-10-18	2021년	219	1	88707240	노래방에서	장범준	장범준 3집	2019-03-21	2019년	락	가요	주식회사 카카오엔터테인먼트	㈜버스커버스커
2021-10-18	2021년	220	1	89339699	다시 만날까 봐	V.O.S	다시 만날까 봐	2019-09-01	2019년	발라드	가요	주식회사 카카오엔터테인먼트	J-SOUL company
2021-10-18	2021년	221	1	85448749	Love Yourself	Justin Bieber	Purpose (Deluxe Edition)	2015-11-14	2015년	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings
2021-10-18	2021년	222	1	94596232	COLD LOVE	로시 (Rothy)	COLD LOVE	2021-10-14	2021년	R&B/소울	가요	주식회사 카카오엔터테인먼트	도로시컴퍼니(주)
2021-10-18	2021년	223	1	87872613	어른	Sondia	나의 아저씨 OST Part. 2 (tvN 수목드라마)	2018-03-29	2018년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-10-18	2021년	224	1	90788463	만개 (Prod. 신지후)	김호중	우리家	2020-09-05	2020년	트로트	가요	주식회사 카카오엔터테인먼트	생각을보여주는엔터테인먼트
2021-10-18	2021년	225	1	90160784	나보다 더 사랑해요	김호중	나보다 더 사랑해요	2020-04-28	2020년	트로트	가요	주식회사 카카오엔터테인먼트	생각을보여주는엔터테인먼트
2021-10-18	2021년	226	1	90278892	너에게 난, 나에게 넌	미도와 파라솔	슬기로운 의사생활 OST Part 12 (tvN 목요드라마)	2020-05-29	2020년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-18	2021년	227	1	88729142	시든 꽃에 물을 주듯	HYNN (박혜원)	시든 꽃에 물을 주듯	2019-03-31	2019년	발라드	가요	주식회사 카카오엔터테인먼트	㈜엔터테인먼트뉴오더
2021-10-18	2021년	228	1	89858874	그때 그 아인	김필	이태원 클라쓰 OST Part.6 (JTBC 금토드라마)	2020-02-15	2020년	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2021-10-18	2021년	229	1	88286541	삐삐	아이유 (IU)	삐삐	2018-10-10	2018년	R&B/소울	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-10-18	2021년	230	1	86432095	The Ocean (Feat. Shy Martin)	Mike Perry	The Ocean	2016-04-15	2016년	일렉트로니카	POP	소니뮤직엔터테인먼트코리아(주)(해외)	DF Records
2021-10-18	2021년	231	1	91290290	가을밤에 든 생각	잔나비	잔나비 소곡집 l	2020-11-06	2020년	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2021-10-18	2021년	232	1	92154421	술 한잔 해요	경서 (경서예지) & MJ (써니사이드)	술 한잔 해요	2021-01-31	2021년	발라드	가요	(주)비타민엔터테인먼트(국내)	프로젝트 리본
2021-10-18	2021년	233	1	90161044	내 눈물 모아	휘인 (Whee In)	슬기로운 의사생활 OST Part 8 (tvN 목요드라마)	2020-05-01	2020년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-18	2021년	234	1	82173840	금요일에 만나요 (Feat. 장이정 of HISTORY)	아이유 (IU)	Modern Times - Epilogue	2013-12-20	2013년	전체	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-10-18	2021년	235	1	87403636	폰서트	10CM	4	2017-09-01	2017년	인디	가요	매직스트로베리 주식회사	매직스트로베리사운드
2021-10-18	2021년	236	1	89349559	가을밤 떠난 너	케이시 (Kassy)	Rewind	2019-09-05	2019년	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2021-10-18	2021년	237	1	89855703	To Die For	Sam Smith	To Die For	2020-02-14	2020년	팝	POP	(주)유니버설뮤직(해외)	Universal Music Operations Limited
2021-10-18	2021년	238	1	87101804	팔레트 (Feat. G-DRAGON)	아이유 (IU)	Palette	2017-04-21	2017년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2021-10-18	2021년	239	1	93923406	너에게	유연석	슬기로운 의사생활 시즌2 OST Part 7 (tvN 목요드라마)	2021-08-06	2021년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-18	2021년	240	1	86925465	Believer	Imagine Dragons	Believer	2017-02-01	2017년	락	POP	(주)유니버설뮤직(해외)	KIDinaKORNER, Interscope Records
2021-10-18	2021년	241	1	87998685	여행	볼빨간사춘기	Red Diary Page.2	2018-05-24	2018년	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르뮤직
2021-10-18	2021년	242	1	90947951	Pretty Savage	BLACKPINK	THE ALBUM	2020-10-02	2020년	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
2021-10-18	2021년	243	1	86311323	너였다면	정승환	또 오해영 OST Part 5 (tvN 월화드라마)	2016-05-31	2016년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-10-18	2021년	244	1	94621927	다정히 내 이름을 부르면 (여자 Ver.)	경서예지	다정히 내 이름을 부르면	2021-10-18	2021년	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2021-10-18	2021년	245	1	89353433	Circles	Post Malone	Hollywood's Bleeding	2019-09-06	2019년	랩/힙합	POP	(주)유니버설뮤직(해외)	Republic Records a division of UMG Recordings Inc
2021-10-18	2021년	246	1	16108183	벌써 일년	브라운 아이즈	Brown Eyes	2001-06-01	2001년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	갑엔터테인먼트(주)
2021-10-18	2021년	247	1	87413975	시차 (We Are) (Feat. 로꼬 & GRAY)	우원재	시차 (We Are)	2017-09-04	2017년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	AOMG
2021-10-18	2021년	248	1	94548428	신촌을 못가	허각	신촌을 못가	2021-10-10	2021년	발라드	가요	주식회사 카카오엔터테인먼트	굿펠라스엔터테인먼트
2021-10-18	2021년	249	1	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	2003년	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2021-10-18	2021년	250	1	91563412	내일이 오면 (Feat. 기리보이 & BIG Naughty (서동현))	릴보이 (lIlBOI)	쇼미더머니 9 Episode 3	2020-12-05	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-10-19	2021년	1	1	94653222	strawberry moon	아이유 (IU)	strawberry moon	2021-10-19	2021년	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-10-19	2021년	2	1	94618253	나의 첫사랑	다비치	나의 첫사랑	2021-10-18	2021년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2021-10-19	2021년	3	1	94500050	Savage	aespa	Savage - The 1st Mini Album	2021-10-05	2021년	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-10-19	2021년	4	1	93717294	Stay	The Kid LAROI & Justin Bieber	Stay	2021-07-09	2021년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2021-10-19	2021년	5	1	93300145	신호등	이무진	신호등	2021-05-14	2021년	락	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2021-10-19	2021년	6	1	94395717	My Universe	Coldplay & 방탄소년단	My Universe	2021-09-24	2021년	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2021-10-19	2021년	7	1	90413574	OHAYO MY NIGHT	디핵 (D-Hack) & PATEKO	OHAYO MY NIGHT	2020-06-20	2020년	랩/힙합	가요	(주)와이지플러스	NEOKIDZ
2021-10-19	2021년	8	1	93336453	다정히 내 이름을 부르면	경서예지 & 전건호	다정히 내 이름을 부르면	2021-05-19	2021년	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2021-10-19	2021년	9	1	93851056	낙하 (With 아이유)	AKMU (악뮤)	NEXT EPISODE	2021-07-26	2021년	락	가요	(주)와이지플러스	YG Entertainment
2021-10-19	2021년	10	1	82958323	Hey Mama (Feat. Nicki Minaj & Bebe Rexha & Afrojack)	David Guetta	Listen (Deluxe)	2014-11-24	2014년	일렉트로니카	POP	워너뮤직코리아(주)(팔로폰)	Parlophone France
2021-10-19	2021년	11	1	93330349	Next Level	aespa	Next Level	2021-05-17	2021년	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-10-19	2021년	12	1	93619160	바라만 본다	MSG워너비 (M.O.M)	MSG워너비 1집	2021-06-26	2021년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	유야호
2021-10-19	2021년	13	1	93616612	Bad Habits	Ed Sheeran	=	2021-10-29	2021년	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2021-10-19	2021년	14	1	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	2021년	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-10-19	2021년	15	1	94247500	가을 타나 봐	이무진	가을 타나 봐 (REVIBE Vol.4)	2021-09-14	2021년	블루스/포크	가요	(주)지니뮤직(펀드)	메이저나인
2021-10-19	2021년	16	1	94160806	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	케이윌 (K.Will)	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	2021-08-31	2021년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2021-10-19	2021년	17	1	93721048	Permission to Dance	방탄소년단	Butter / Permission to Dance	2021-07-09	2021년	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2021-10-19	2021년	18	1	93352112	Butter	방탄소년단	Butter	2021-05-21	2021년	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2021-10-19	2021년	19	1	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	2021년	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2021-10-19	2021년	20	1	92682943	Peaches (Feat. Daniel Caesar & Giveon)	Justin Bieber	Justice	2021-03-19	2021년	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2021-10-19	2021년	21	1	94314085	너를 생각해	주시크 (Joosiq)	너를 생각해	2021-09-22	2021년	인디	가요	(주)비타민엔터테인먼트(국내)	주식회사 레시피뮤직
2021-10-19	2021년	22	1	93763580	좋아좋아	조정석	슬기로운 의사생활 시즌2 OST Part 5 (tvN 목요드라마)	2021-07-16	2021년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-19	2021년	23	1	94535712	사랑은 늘 도망가	임영웅	신사와 아가씨 OST Part.2	2021-10-11	2021년	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2021-10-19	2021년	24	1	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	2021년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2021-10-19	2021년	25	1	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-10-19	2021년	26	1	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-10-19	2021년	27	1	93304399	비와 당신	이무진	슬기로운 의사생활 시즌2 OST Part 1 (tvN 목요드라마)	2021-06-18	2021년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-19	2021년	28	1	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	2020년	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2021-10-19	2021년	29	1	94548650	Cold Blooded	제시 (Jessi)	Cold Blooded	2021-10-12	2021년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	피네이션, Stone Music Entertainment
2021-10-19	2021년	30	1	94020692	Queendom	Red Velvet (레드벨벳)	Queendom - The 6th Mini Album	2021-08-16	2021년	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-10-19	2021년	31	1	86992414	롤린 (Rollin')	브레이브걸스 (Brave girls)	Rollin'	2017-03-07	2017년	댄스	가요	(주)음악형제들	브레이브엔터테인먼트 (BRAVE ENTERTAINMENT)
2021-10-19	2021년	32	1	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	2021년	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2021-10-19	2021년	33	1	93905019	DUMB DUMB	전소미	DUMB DUMB	2021-08-02	2021년	댄스	가요	(주)와이지플러스	THEBLACKLABEL
2021-10-19	2021년	34	1	93873862	비가 오는 날엔 (2021)	헤이즈 (Heize)	비가 오는 날엔 (2021)	2021-08-04	2021년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통대행)	PLAYLIST
2021-10-19	2021년	35	1	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	2011년	드라마	OST	주식회사 카카오엔터테인먼트	더그루브엔터테인먼트 (더그루브컴퍼니)
2021-10-19	2021년	36	1	94513933	찬란한 계절	폴킴	찬란한 계절	2021-10-07	2021년	R&B/소울	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2021-10-19	2021년	37	1	93599531	하루만 더	빅마마 (Big Mama)	하루만 더	2021-06-24	2021년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-10-19	2021년	38	1	93269771	Dun Dun Dance	오마이걸 (OH MY GIRL)	Dear OHMYGIRL	2021-05-10	2021년	전체	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2021-10-19	2021년	39	1	93569588	비 오는 날 듣기 좋은 노래 (Feat. Colde)	에픽하이 (EPIK HIGH)	비 오는 날 듣기 좋은 노래	2021-06-29	2021년	랩/힙합	가요	(주)지니뮤직	(주)아워즈
2021-10-19	2021년	40	1	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	2019년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-10-19	2021년	41	1	90960439	Savage Love (Laxed - Siren Beat) (BTS Remix)	Jawsh 685 & Jason Derulo & 방탄소년단	Savage Love (Laxed - Siren Beat) (BTS Remix)	2020-10-02	2020년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2021-10-19	2021년	42	1	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	2018년	드라마	OST	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-10-19	2021년	43	1	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	2020년	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2021-10-19	2021년	44	1	92673418	사이렌 Remix (Feat. UNEDUCATED KID & Paul Blanco)	호미들	사이렌 Remix	2021-03-20	2021년	랩/힙합	가요	주식회사 카카오엔터테인먼트	영앤리치 레코즈
2021-10-19	2021년	45	1	91839600	밝게 빛나는 별이 되어 비춰줄게	송이한	밝게 빛나는 별이 되어 비춰줄게	2020-12-29	2020년	인디	가요	주식회사 카카오엔터테인먼트	㈜뮤직디자인
2021-10-19	2021년	46	1	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	2020년	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-10-19	2021년	47	1	93587781	가을 우체국 앞에서	김대명	슬기로운 의사생활 시즌2 OST Part 2 (tvN 목요드라마)	2021-06-25	2021년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-19	2021년	48	1	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	2020년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-10-19	2021년	49	1	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	2020년	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2021-10-19	2021년	50	1	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	2020년	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2021-10-19	2021년	51	1	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	2019년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2021-10-19	2021년	52	1	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	2018년	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2021-10-19	2021년	53	1	90677476	운전만해 (We Ride)	브레이브걸스 (Brave girls)	We Ride	2020-08-14	2020년	댄스	가요	주식회사 카카오엔터테인먼트	㈜브레이브엔터테인먼트
